Rk,player_name,age,team,position,games_played,GS,minutes_per_game,FG,FGA,fg_pct,3P,3PA,three_pt_pct,2P,2PA,2P%,eFG%,FT,FTA,ft_pct,ORB,DRB,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,PF,points_per_game,Awards,Player-additional,salary_2023_24
272.0,Cason Wallace,20.0,OKC,SG,82.0,13.0,20.6,2.6,5.4,0.491,1.2,2.9,0.419,1.5,2.5,0.572,0.602,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,,wallaca01,5555880
276.0,Peyton Watson,21.0,DEN,SF,80.0,4.0,18.6,2.6,5.6,0.465,0.6,1.9,0.296,2.0,3.7,0.553,0.516,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8,6.7,,watsope01,2413560
277.0,Amir Coffey,26.0,LAC,SF,70.0,13.0,20.9,2.4,5.0,0.472,1.0,2.6,0.38,1.4,2.4,0.571,0.571,0.9,1.0,0.859,0.4,1.7,2.1,1.1,0.6,0.2,0.5,1.5,6.6,,coffeam01,3938271
278.0,Aaron Holiday,27.0,HOU,PG,78.0,1.0,16.3,2.4,5.3,0.446,1.1,2.8,0.387,1.3,2.6,0.51,0.547,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,,holidaa01,4668000
281.0,Jordan Goodwin,25.0,2TM,PG,57.0,12.0,18.5,2.5,6.7,0.369,0.7,2.5,0.298,1.7,4.2,0.411,0.424,0.8,1.0,0.746,1.5,2.9,4.4,2.7,0.8,0.3,1.0,1.3,6.5,,goodwjo01,223718
284.0,Jeff Green,37.0,HOU,PF,78.0,6.0,16.8,2.1,4.7,0.456,0.7,2.1,0.331,1.5,2.6,0.553,0.529,1.6,1.9,0.819,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,6.5,,greenje02,8000000
285.0,Isaiah Jackson,22.0,IND,C,59.0,3.0,13.1,2.6,3.9,0.665,0.0,0.1,0.0,2.6,3.9,0.677,0.665,1.2,1.7,0.716,1.6,2.4,4.0,0.8,0.6,1.0,0.7,2.3,6.5,,jacksis01,4435381
287.0,Kyle Anderson,30.0,MIN,PF,79.0,10.0,22.6,2.5,5.5,0.46,0.1,0.6,0.229,2.4,4.9,0.488,0.472,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4,,anderky01,8780488
288.0,Chris Boucher,31.0,TOR,PF,50.0,0.0,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,,bouchch01,10810000
289.0,Jared Butler,23.0,WAS,SG,40.0,0.0,14.2,2.5,5.0,0.488,0.6,2.0,0.308,1.9,3.1,0.602,0.547,0.8,0.9,0.861,0.2,1.2,1.5,3.2,0.7,0.2,1.3,1.5,6.3,,butleja02,745726
294.0,Jae Crowder,33.0,MIL,PF,50.0,25.0,23.1,2.3,5.4,0.422,1.2,3.3,0.349,1.1,2.1,0.538,0.53,0.5,0.7,0.722,0.6,2.6,3.2,1.3,0.8,0.2,0.5,1.5,6.2,,crowdja01,1655619
296.0,Haywood Highsmith,27.0,MIA,PF,66.0,26.0,20.7,2.3,5.0,0.465,1.2,2.9,0.396,1.2,2.1,0.562,0.581,0.3,0.5,0.639,1.0,2.2,3.2,1.1,0.8,0.5,0.5,1.8,6.1,,highsha01,5200000
297.0,Vít Krejčí,23.0,ATL,PG,22.0,14.0,24.6,2.3,4.7,0.49,1.3,3.1,0.412,1.0,1.6,0.639,0.625,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,,krejcvi01,2162606
298.0,Kris Murray,23.0,POR,SF,62.0,29.0,21.7,2.3,5.9,0.396,0.8,3.0,0.268,1.5,3.0,0.525,0.463,0.6,0.9,0.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,,murrakr01,2990040
299.0,Ben Simmons,27.0,BRK,PG,15.0,12.0,23.9,2.9,4.9,0.581,0.0,0.0,,2.9,4.9,0.581,0.581,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,,simmobe01,755826
302.0,Justin Champagnie,22.0,WAS,SF,15.0,1.0,15.7,2.1,5.2,0.41,0.9,3.0,0.289,1.3,2.2,0.576,0.494,0.8,1.0,0.8,1.3,2.3,3.5,1.3,0.7,0.6,0.7,0.9,5.9,,champju01,1800000
303.0,Nick Smith Jr.,19.0,CHO,SG,51.0,0.0,14.3,2.2,5.7,0.391,1.2,2.9,0.432,1.0,2.8,0.35,0.5,0.3,0.3,0.867,0.4,1.1,1.4,1.2,0.2,0.1,0.8,1.1,5.9,,smithni01,2587200
304.0,Ochai Agbaji,23.0,2TM,SG,78.0,28.0,21.0,2.3,5.6,0.411,0.8,2.7,0.294,1.5,2.8,0.523,0.483,0.5,0.7,0.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5,5.8,,agbajoc01,4310280
305.0,Noah Clowney,19.0,BRK,PF,23.0,4.0,16.1,2.2,4.0,0.538,0.5,1.4,0.364,1.7,2.6,0.633,0.602,0.9,1.3,0.7,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,,clownno01,3244080
306.0,Dyson Daniels,20.0,NOP,PG,61.0,16.0,22.3,2.3,5.1,0.447,0.7,2.2,0.311,1.6,2.9,0.551,0.514,0.6,0.9,0.642,1.0,2.9,3.9,2.7,1.4,0.4,1.0,1.7,5.8,,daniedy01,6059520
308.0,Thomas Bryant,26.0,MIA,C,38.0,4.0,11.6,2.3,3.9,0.577,0.1,0.6,0.182,2.2,3.3,0.646,0.591,1.1,1.2,0.872,1.1,2.7,3.7,0.6,0.3,0.4,0.6,1.2,5.7,,bryanth01,2087519
309.0,Torrey Craig,33.0,CHI,SF,53.0,14.0,19.8,2.0,4.7,0.43,1.1,2.9,0.392,0.9,1.8,0.49,0.55,0.5,0.7,0.75,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,,craigto01,779820
310.0,Larry Nance Jr.,31.0,NOP,C,61.0,0.0,19.9,2.3,4.0,0.573,0.4,1.1,0.415,1.8,2.9,0.631,0.629,0.8,1.0,0.77,1.5,3.5,5.0,1.9,1.0,0.3,0.8,1.6,5.7,,nancela02,11205000
311.0,Pat Connaughton,31.0,MIL,SF,76.0,3.0,22.1,2.0,4.6,0.435,1.1,3.1,0.345,0.9,1.4,0.633,0.553,0.6,0.8,0.759,0.7,2.5,3.1,2.1,0.5,0.3,0.6,1.3,5.6,,connapa01,9423869
312.0,Craig Porter Jr.,23.0,CLE,PG,51.0,6.0,12.7,2.3,4.5,0.509,0.2,0.7,0.353,2.0,3.8,0.536,0.535,0.8,1.1,0.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,,portecr01,1891857
313.0,Mitchell Robinson,25.0,NYK,C,31.0,21.0,24.8,2.4,4.1,0.575,0.0,0.0,,2.4,4.1,0.575,0.575,0.9,2.1,0.409,4.6,3.9,8.5,0.6,1.2,1.1,0.8,1.8,5.6,,robinmi01,14318182
315.0,Doug McDermott,32.0,2TM,SF,64.0,0.0,14.1,1.9,4.4,0.433,1.5,3.6,0.41,0.5,0.9,0.527,0.599,0.2,0.3,0.579,0.2,0.8,0.9,1.1,0.3,0.0,0.4,1.0,5.5,,mcderdo01,2087519
317.0,Gary Payton II,31.0,GSW,SG,44.0,0.0,15.5,2.3,4.2,0.563,0.5,1.3,0.364,1.9,2.9,0.648,0.617,0.3,0.5,0.609,1.0,1.5,2.6,1.1,0.9,0.4,0.6,1.8,5.5,,paytoga02,9130000
318.0,Neemias Queta,24.0,BOS,C,28.0,0.0,11.9,2.4,3.7,0.644,0.0,0.0,,2.4,3.7,0.644,0.644,0.7,1.0,0.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8,5.5,,quetane01,2162606
320.0,Kris Dunn,29.0,UTA,PG,66.0,32.0,18.9,2.2,4.7,0.47,0.6,1.7,0.369,1.6,3.1,0.525,0.535,0.3,0.5,0.688,0.8,2.1,2.9,3.8,1.0,0.4,1.2,2.0,5.4,,dunnkr01,5168000
321.0,Keon Ellis,24.0,SAC,SG,57.0,21.0,17.2,1.9,4.1,0.461,1.2,2.9,0.417,0.6,1.1,0.578,0.612,0.5,0.6,0.743,0.6,1.6,2.2,1.5,0.9,0.5,0.6,2.0,5.4,,elliske01,2120693
324.0,Matisse Thybulle,26.0,POR,SF,65.0,19.0,22.9,1.9,4.9,0.397,1.2,3.6,0.346,0.7,1.3,0.535,0.524,0.3,0.4,0.759,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4,5.4,,thybuma01,11025000
326.0,Dean Wade,27.0,CLE,PF,54.0,32.0,20.5,1.8,4.3,0.414,1.5,3.7,0.391,0.3,0.6,0.567,0.584,0.4,0.5,0.769,0.7,3.4,4.0,0.8,0.7,0.5,0.4,1.7,5.4,,wadede01,6166667
328.0,Xavier Tillman Sr.,25.0,2TM,PF,54.0,15.0,18.0,2.2,5.2,0.434,0.4,1.5,0.247,1.9,3.7,0.51,0.47,0.4,0.9,0.44,1.3,2.6,3.9,1.4,0.9,0.8,0.6,1.4,5.3,,tillmxa01,2237691
329.0,Nicolas Batum,35.0,2TM,PF,60.0,38.0,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.7,1.2,0.606,0.596,0.3,0.4,0.714,1.2,3.0,4.1,2.1,0.8,0.6,0.7,1.8,5.3,,batumni01,4668000
330.0,Luke Kornet,28.0,BOS,C,63.0,7.0,15.6,2.3,3.2,0.7,0.0,0.0,1.0,2.2,3.2,0.698,0.702,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1.0,0.3,1.2,5.3,,kornelu01,2087519
331.0,Davion Mitchell,25.0,SAC,PG,72.0,4.0,15.3,2.0,4.5,0.452,0.8,2.2,0.361,1.2,2.3,0.539,0.54,0.4,0.6,0.714,0.3,1.1,1.3,1.9,0.2,0.0,0.6,1.2,5.3,,mitchda01,6451077
332.0,Mason Plumlee,33.0,LAC,C,46.0,11.0,14.7,1.9,3.3,0.569,0.0,0.1,0.0,1.9,3.2,0.592,0.569,1.5,2.2,0.707,1.3,3.8,5.1,1.2,0.3,0.4,0.8,1.5,5.3,,plumlma01,2087519
335.0,Bol Bol,24.0,PHO,PF,43.0,0.0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.717,0.689,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,,bolbo01,2087519
337.0,Jarred Vanderbilt,24.0,LAL,PF,29.0,6.0,20.0,2.0,3.9,0.518,0.3,0.9,0.296,1.8,3.0,0.586,0.553,0.8,1.2,0.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2,,vandeja01,10714286
338.0,Seth Curry,33.0,2TM,SG,44.0,4.0,14.0,1.8,4.6,0.392,0.9,2.5,0.352,1.0,2.2,0.438,0.485,0.6,0.7,0.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1,,curryse01,2087519
339.0,Drew Eubanks,26.0,PHO,C,75.0,6.0,15.6,2.0,3.4,0.601,0.0,0.0,1.0,2.0,3.3,0.596,0.607,1.0,1.2,0.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.1,,eubandr01,5000000
341.0,Richaun Holmes,30.0,2TM,C,40.0,10.0,13.9,2.1,3.7,0.558,0.0,0.1,0.333,2.0,3.6,0.563,0.561,0.9,1.2,0.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5.0,,holmeri01,12648321
342.0,Monte Morris,28.0,2TM,PG,33.0,0.0,14.4,1.9,4.6,0.405,0.8,2.1,0.386,1.1,2.5,0.422,0.493,0.4,0.6,0.684,0.2,1.5,1.7,2.1,0.6,0.3,0.2,0.4,5.0,,morrimo01,2087519
343.0,Goga Bitadze,24.0,ORL,C,62.0,33.0,15.4,2.0,3.4,0.603,0.0,0.2,0.143,2.0,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0,,bitadgo01,9057971
344.0,Jevon Carter,28.0,CHI,PG,72.0,0.0,13.9,1.9,5.1,0.378,1.1,3.3,0.329,0.8,1.8,0.466,0.484,0.1,0.1,0.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0,,carteje01,6500000
349.0,Jalen Wilson,23.0,BRK,PF,43.0,3.0,15.4,1.8,4.2,0.425,0.6,1.7,0.324,1.2,2.4,0.495,0.492,0.9,1.1,0.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,5.0,,wilsoja03,1891857
350.0,Jock Landale,28.0,HOU,C,56.0,3.0,13.6,1.9,3.7,0.515,0.2,0.7,0.25,1.7,3.0,0.578,0.539,0.9,1.2,0.8,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,4.9,,landajo01,8000000
351.0,Garrison Mathews,27.0,ATL,SG,66.0,5.0,15.0,1.6,3.4,0.456,1.3,2.9,0.44,0.3,0.5,0.545,0.644,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,,mathega01,2230253
353.0,Kobe Bufkin,20.0,ATL,SG,17.0,0.0,11.5,2.0,5.4,0.37,0.5,2.4,0.225,1.5,3.1,0.481,0.418,0.2,0.5,0.5,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8,,bufkiko01,4299000
356.0,Kenrich Williams,29.0,OKC,PF,69.0,1.0,14.9,1.9,4.1,0.468,0.8,2.0,0.397,1.1,2.0,0.54,0.568,0.1,0.2,0.5,0.9,2.1,3.0,1.3,0.6,0.1,0.5,1.5,4.7,,willike04,6669000
358.0,Anthony Black,20.0,ORL,PG,69.0,33.0,16.9,1.7,3.6,0.466,0.5,1.4,0.394,1.1,2.2,0.51,0.54,0.7,1.2,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6,,blackan01,7607760
359.0,Josh Okogie,25.0,PHO,SG,60.0,11.0,16.0,1.4,3.4,0.417,0.5,1.6,0.309,1.0,1.9,0.509,0.488,1.3,1.7,0.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1,4.6,,okogijo01,8250000
361.0,Shake Milton,27.0,3TM,SG,48.0,0.0,12.1,1.6,4.1,0.405,0.4,1.3,0.281,1.3,2.7,0.466,0.451,0.8,1.0,0.816,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1,4.5,,miltosh01,2875000
362.0,Delon Wright,31.0,2TM,PG,47.0,1.0,15.8,1.6,4.0,0.394,0.5,1.4,0.368,1.0,2.6,0.408,0.46,0.8,1.0,0.822,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.5,,wrighde01,2087519
363.0,A.J. Green,24.0,MIL,SG,56.0,0.0,11.0,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.5,0.519,0.599,0.3,0.3,0.895,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,4.5,,greenaj01,2120693
364.0,Kevon Looney,27.0,GSW,C,74.0,36.0,16.1,1.9,3.1,0.597,0.0,0.0,0.0,1.9,3.1,0.599,0.597,0.8,1.1,0.675,1.9,3.7,5.7,1.8,0.4,0.4,0.7,2.1,4.5,,looneke01,8000000
366.0,Julian Strawther,21.0,DEN,SF,50.0,0.0,10.9,1.6,4.4,0.369,0.8,2.8,0.297,0.8,1.7,0.488,0.462,0.4,0.6,0.71,0.1,1.1,1.2,0.9,0.3,0.1,0.5,1.1,4.5,,strawju01,2552520
367.0,Bismack Biyombo,31.0,2TM,C,40.0,27.0,19.8,1.9,3.3,0.565,0.0,0.0,,1.9,3.3,0.565,0.565,0.7,1.4,0.481,1.6,3.7,5.2,1.3,0.3,0.9,1.1,2.2,4.4,,biyombi01,503884
371.0,Dominick Barlow,20.0,SAS,PF,33.0,1.0,12.7,1.7,3.4,0.496,0.1,0.3,0.333,1.6,3.2,0.51,0.509,0.9,1.3,0.69,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,,barlodo01,491887
373.0,Joe Ingles,36.0,ORL,SF,68.0,0.0,17.2,1.5,3.3,0.436,1.0,2.4,0.435,0.4,1.0,0.439,0.59,0.4,0.5,0.824,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,4.4,,inglejo01,2087519
374.0,Maxi Kleber,32.0,DAL,C,43.0,7.0,20.3,1.5,3.4,0.432,0.7,2.1,0.348,0.7,1.3,0.574,0.541,0.8,1.1,0.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4,,klebima01,11000000
377.0,Ben Sheppard,22.0,IND,SG,57.0,1.0,14.3,1.6,4.0,0.393,0.9,2.7,0.314,0.7,1.3,0.562,0.5,0.4,0.5,0.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4,,sheppbe01,2663880
378.0,Blake Wesley,20.0,SAS,SG,61.0,3.0,14.4,1.7,3.5,0.474,0.2,0.9,0.218,1.5,2.6,0.563,0.502,0.9,1.3,0.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4,,weslebl01,2624280
380.0,Jaxson Hayes,23.0,LAL,C,70.0,5.0,12.5,1.8,2.5,0.72,0.0,0.1,0.0,1.8,2.4,0.754,0.72,0.7,1.2,0.622,1.0,2.0,3.0,0.5,0.5,0.4,0.6,1.8,4.3,,hayesja02,2463946
381.0,Caleb Houstan,21.0,ORL,SF,59.0,13.0,13.8,1.4,3.5,0.388,1.2,3.3,0.373,0.1,0.2,0.615,0.563,0.4,0.4,0.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3,,houstca01,2019699
382.0,John Konchar,27.0,MEM,SF,55.0,23.0,21.3,1.6,3.8,0.423,0.7,2.2,0.317,0.9,1.6,0.568,0.514,0.4,0.5,0.84,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3,,konchjo01,6165000
388.0,Max Christie,20.0,LAL,SG,67.0,7.0,14.1,1.5,3.6,0.427,0.6,1.8,0.356,0.9,1.8,0.496,0.515,0.5,0.7,0.783,0.2,1.9,2.1,0.9,0.3,0.3,0.5,0.9,4.2,,chrisma02,7142857
395.0,Patty Mills,35.0,2TM,PG,32.0,5.0,13.0,1.4,4.1,0.351,0.8,2.7,0.276,0.7,1.4,0.5,0.443,0.3,0.3,1.0,0.3,0.8,1.1,1.1,0.6,0.0,0.5,1.0,4.0,,millspa02,2087519
397.0,Ousmane Dieng,20.0,OKC,PF,33.0,0.0,11.1,1.5,3.5,0.422,0.6,2.1,0.3,0.8,1.4,0.609,0.513,0.4,0.5,0.875,0.3,1.2,1.5,1.1,0.2,0.2,0.6,0.7,4.0,,diengou01,5027040
404.0,Rayan Rupert,19.0,POR,SG,39.0,12.0,16.2,1.4,4.1,0.335,0.7,2.0,0.359,0.7,2.1,0.313,0.422,0.5,0.6,0.76,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4,4.0,,ruperra01,1891857
406.0,Jaylin Williams,21.0,OKC,C,69.0,1.0,13.0,1.4,3.3,0.417,0.8,2.1,0.368,0.6,1.2,0.5,0.533,0.5,0.6,0.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,1.4,4.0,,willija07,2019699
409.0,DeAndre Jordan,35.0,DEN,C,36.0,2.0,11.0,1.6,2.6,0.624,0.0,0.0,,1.6,2.6,0.624,0.624,0.7,1.5,0.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9,,jordade01,2087519
421.0,Jarace Walker,20.0,IND,PF,33.0,0.0,10.3,1.4,3.3,0.409,0.7,1.7,0.4,0.7,1.7,0.418,0.509,0.2,0.3,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6,,walkeja02,6362520
425.0,Jordan McLaughlin,27.0,MIN,PG,56.0,0.0,11.2,1.3,2.6,0.483,0.8,1.6,0.472,0.5,1.0,0.5,0.628,0.2,0.3,0.722,0.3,1.0,1.3,2.0,0.6,0.1,0.3,0.6,3.5,,mclaujo01,2087519
434.0,Jaden Springer,21.0,2TM,SG,49.0,2.0,10.3,1.2,3.0,0.399,0.2,1.0,0.208,1.0,2.0,0.49,0.432,0.7,0.9,0.833,0.7,0.9,1.6,0.9,0.7,0.3,0.7,1.3,3.3,,sprinja01,634437
435.0,Charles Bassey,23.0,SAS,C,19.0,0.0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,,bassech01,2087519
437.0,Dwight Powell,32.0,DAL,C,63.0,9.0,13.3,1.1,1.7,0.679,0.0,0.0,0.333,1.1,1.6,0.689,0.684,1.0,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,1.8,3.3,,poweldw01,4000000
439.0,Garrett Temple,37.0,TOR,SG,27.0,2.0,10.7,1.1,2.9,0.372,0.4,1.5,0.3,0.6,1.4,0.447,0.449,0.7,0.8,0.818,0.7,1.0,1.7,1.0,0.4,0.1,0.5,1.0,3.3,,templga01,2087519
440.0,Tristan Thompson,32.0,CLE,C,49.0,0.0,11.2,1.5,2.4,0.608,0.0,0.0,0.0,1.5,2.4,0.613,0.608,0.3,1.1,0.288,1.5,2.1,3.6,1.0,0.2,0.3,0.6,1.2,3.3,,thomptr01,2087519
450.0,Dalen Terry,21.0,CHI,SG,59.0,2.0,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.9,1.4,0.627,0.494,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,,terryda01,3510480
451.0,Gabe Vincent,27.0,LAL,PG,11.0,0.0,19.8,1.4,4.5,0.306,0.3,2.5,0.107,1.1,1.9,0.571,0.337,0.1,0.2,0.5,0.4,0.5,0.8,1.9,0.8,0.0,0.5,1.7,3.1,,vincega01,11000000
479.0,Cory Joseph,32.0,GSW,PG,26.0,0.0,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.4,0.8,0.455,0.461,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,,josepco01,3303771
492.0,Andre Jackson Jr.,22.0,MIL,SG,57.0,8.0,10.0,0.9,1.8,0.5,0.3,0.8,0.37,0.6,0.9,0.611,0.585,0.1,0.2,0.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,1.6,2.2,,jacksan01,1891857
504.0,Jericho Sims,25.0,NYK,C,45.0,11.0,13.0,0.8,1.2,0.691,0.0,0.0,,0.8,1.2,0.691,0.691,0.4,0.5,0.667,1.2,2.0,3.3,0.6,0.2,0.4,0.4,1.0,2.0,,simsje01,2092344
510.0,Taj Gibson,38.0,2TM,PF,20.0,1.0,10.2,0.8,1.9,0.405,0.1,0.5,0.2,0.7,1.4,0.481,0.432,0.1,0.1,1.0,0.6,1.3,1.9,0.6,0.2,0.4,0.3,1.6,1.7,,gibsota01,2087519
511.0,P.J. Tucker,38.0,2TM,PF,31.0,10.0,15.7,0.6,1.6,0.36,0.4,1.1,0.371,0.2,0.5,0.333,0.49,0.1,0.1,1.0,0.9,1.8,2.7,0.5,0.5,0.2,0.3,1.7,1.7,,tuckepj01,246833
